,carat,cut,color,clarity,depth,table,price,x,y,z
7647,0.51,Very Good,D,SI1,62.8,56.0,1569,5.07,5.09,3.19
7648,0.4,Ideal,I,VS1,61.5,59.0,736,4.72,4.75,2.91
7649,0.52,Ideal,H,VS2,61.8,56.0,1573,5.19,5.16,3.2
7650,0.32,Premium,I,VS1,62.0,58.0,648,4.4,4.37,2.72
7651,0.7,Very Good,F,SI1,59.4,59.0,2573,5.75,5.8,3.43
7652,0.41,Ideal,F,VVS2,62.6,55.0,1192,4.76,4.73,2.97
7653,0.33,Ideal,F,SI1,60.6,56.0,550,4.46,4.49,2.71
7654,0.5,Very Good,G,SI1,59.3,58.0,1133,5.19,5.24,3.09
7655,1.0,Fair,D,SI1,66.3,58.0,4704,6.15,6.04,4.04
7656,0.35,Premium,G,VS1,62.6,56.0,845,4.52,4.49,2.82
7657,1.23,Ideal,G,VVS2,62.4,55.0,9921,6.8,6.88,4.27
7658,0.35,Ideal,I,IF,62.5,55.0,945,4.54,4.52,2.83
7659,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
7660,0.23,Very Good,E,VVS1,60.0,59.0,530,3.97,4.03,2.4
7661,0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98
7662,0.6,Ideal,F,VVS2,61.0,57.0,2718,5.43,5.46,3.32
7663,0.5,Ideal,I,VS1,61.0,57.0,1266,5.11,5.13,3.12
7664,0.5,Good,G,IF,64.0,55.0,1976,5.05,5.08,3.24
7665,0.3,Premium,E,VS2,61.9,59.0,658,4.29,4.33,2.67
7666,1.01,Good,E,SI1,63.9,56.0,5724,6.37,6.31,4.05
7667,1.01,Very Good,G,VS2,63.0,57.0,5919,6.35,6.42,4.02
7668,1.6,Ideal,J,VS2,61.9,55.0,8886,7.51,7.54,4.66
7669,1.21,Very Good,I,SI1,62.1,56.0,5324,6.76,6.92,4.25
7670,0.58,Premium,G,VS1,61.5,58.0,1884,5.35,5.41,3.31
7671,0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
7672,1.06,Premium,H,SI1,61.6,59.0,4785,6.54,6.55,4.03
7673,0.36,Ideal,G,SI2,61.1,54.0,505,4.61,4.65,2.83
7674,0.34,Ideal,E,SI1,62.3,57.0,596,4.48,4.51,2.8
7675,0.38,Premium,D,SI1,59.7,60.0,941,4.69,4.66,2.79
7676,0.35,Ideal,E,SI1,62.3,56.0,614,4.53,4.56,2.83
7677,0.7,Ideal,G,SI1,60.9,57.0,2415,5.79,5.77,3.52
7678,0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
7679,2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93
7680,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
7681,0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82
7682,1.04,Premium,I,SI1,62.0,57.0,4368,6.5,6.47,4.02
7683,1.02,Ideal,F,VS2,61.5,57.0,6306,6.48,6.5,3.99
7684,1.05,Very Good,H,SI1,63.2,59.0,5072,6.39,6.46,4.06
7685,0.41,Ideal,D,SI1,61.7,54.0,791,4.78,4.79,2.95
7686,1.11,Ideal,D,SI2,61.3,56.0,6129,6.68,6.74,4.12
7687,0.7,Good,E,SI2,63.7,55.0,2435,5.63,5.58,3.57
7688,0.85,Ideal,E,VS1,63.0,57.0,4189,6.08,5.99,3.8
7689,0.34,Ideal,E,VS1,62.4,55.0,1033,4.47,4.44,2.78
7690,0.5,Premium,F,VS1,60.6,59.0,1764,5.19,5.14,3.13
7691,0.58,Very Good,E,SI1,61.5,58.0,1424,5.31,5.36,3.28
7692,0.55,Premium,F,SI1,62.1,62.0,1238,5.22,5.18,3.23
7693,0.53,Ideal,G,VS1,62.1,57.0,1721,5.16,5.18,3.21
7694,1.01,Fair,E,SI1,65.6,59.0,4106,6.22,6.18,4.07
7695,0.32,Ideal,F,VVS1,61.0,56.0,828,4.42,4.47,2.71
7696,2.28,Premium,J,VS1,60.3,58.0,16174,8.58,8.53,5.16
7697,0.41,Ideal,D,VS2,61.2,57.0,889,4.78,4.82,2.94
7698,1.21,Good,G,VS1,63.7,57.0,6025,6.73,6.67,4.27
7699,0.42,Very Good,H,SI1,58.6,61.0,761,4.92,4.95,2.89
7700,1.01,Good,H,SI1,60.1,61.0,5544,6.5,6.47,3.9
7701,1.0,Fair,E,SI2,65.2,56.0,4256,6.3,6.12,4.05
7702,0.33,Ideal,F,VVS1,60.6,56.0,939,4.47,4.51,2.72
7703,0.71,Ideal,F,VS1,61.1,56.0,3404,5.75,5.78,3.52
7704,1.11,Premium,D,SI1,62.0,58.0,6962,6.68,6.64,4.13
7705,0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52
7706,0.4,Ideal,J,VVS2,61.9,55.0,662,4.74,4.79,2.95
7707,0.3,Good,J,VS1,63.5,58.0,394,4.24,4.27,2.7
7708,0.41,Ideal,F,VVS1,60.3,56.0,1295,4.8,4.85,2.91
7709,0.3,Ideal,F,VVS1,61.9,58.0,814,4.26,4.3,2.65
7710,1.01,Very Good,I,SI1,62.1,59.0,4418,6.36,6.42,3.97
7711,1.32,Ideal,I,VS2,61.7,59.0,7059,7.03,7.06,4.35
7712,0.33,Premium,E,VS2,61.0,60.0,928,4.46,4.43,2.71
7713,1.01,Very Good,G,VVS2,61.9,58.0,6257,6.38,6.48,3.98
7714,0.5,Very Good,E,SI1,62.4,58.0,1090,5.06,5.01,3.14
7715,0.52,Ideal,G,IF,61.5,56.0,2055,5.16,5.21,3.19
7716,0.65,Very Good,G,SI1,62.0,58.0,1828,5.5,5.58,3.43
7717,0.36,Ideal,D,SI2,62.3,57.0,689,4.57,4.52,2.83
7718,1.0,Premium,F,SI1,62.7,59.0,5197,6.36,6.4,4.0
7719,0.37,Premium,D,VS1,61.9,58.0,941,4.56,4.62,2.84
7720,0.32,Premium,I,VS1,61.0,60.0,648,4.47,4.42,2.71
7721,1.0,Very Good,E,VVS2,61.9,61.0,7777,6.38,6.42,3.96
7722,0.38,Good,D,VVS1,61.3,61.0,1159,4.68,4.72,2.88
7723,0.76,Premium,F,IF,60.6,60.0,4223,5.85,5.89,3.56
7724,0.71,Ideal,J,SI1,61.6,57.0,1889,5.72,5.75,3.53
7725,0.53,Very Good,F,VS2,60.6,55.0,1631,5.23,5.26,3.18
7726,0.95,Good,I,SI2,63.8,57.0,2956,6.13,6.23,3.94
7727,0.38,Ideal,G,VVS1,62.1,56.0,973,4.61,4.64,2.87
7728,0.43,Ideal,D,SI2,61.0,57.0,716,4.81,4.86,2.95
7729,0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71
7730,0.4,Ideal,G,VVS2,61.6,56.0,931,4.76,4.79,2.94
7731,1.0,Fair,G,SI2,64.6,67.0,3142,6.25,6.19,4.02
7732,0.39,Premium,F,VVS1,59.7,58.0,1232,4.73,4.75,2.83
7733,1.5,Premium,D,VS2,61.8,60.0,15240,7.37,7.3,4.53
7734,1.12,Ideal,E,VVS1,61.5,56.0,14407,6.7,6.76,4.13
7735,1.14,Ideal,H,SI1,61.8,56.0,7079,6.68,6.72,4.14
7736,1.5,Very Good,H,VS1,63.4,59.0,10652,7.13,7.2,4.54
7737,0.73,Ideal,F,SI2,60.5,59.0,2255,5.83,5.88,3.54
7738,0.3,Good,J,VS1,63.6,52.0,506,4.29,4.27,2.72
7739,0.5,Good,E,SI1,65.5,56.0,1136,4.9,4.99,3.24
7740,1.69,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81
7741,0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22
7742,0.33,Premium,E,SI1,60.4,59.0,579,4.43,4.47,2.69
7743,0.31,Very Good,H,SI1,60.5,60.0,446,4.33,4.4,2.64
7744,0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
7745,0.71,Ideal,E,SI1,62.8,53.0,2612,5.67,5.7,3.57
7746,0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
7747,0.33,Ideal,J,VS1,61.9,54.3,456,4.45,4.47,2.76
7748,0.32,Good,E,VS2,57.0,60.0,780,4.6,4.53,2.6
7749,0.77,Premium,E,SI2,61.3,55.0,2723,5.9,5.85,3.6
7750,1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11
7751,0.7,Ideal,D,SI1,61.8,56.0,2872,5.63,5.73,3.51
7752,1.7,Premium,E,SI1,60.1,58.0,15804,7.78,7.74,4.66
7753,1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37
7754,2.08,Very Good,E,SI2,62.4,60.0,18128,8.13,8.15,5.08
7755,0.37,Very Good,E,VS1,63.5,59.0,784,4.55,4.59,2.9
7756,0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52
7757,0.41,Ideal,F,VS1,60.8,56.0,1007,4.76,4.79,2.92
7758,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64
7759,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
7760,0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
7761,0.56,Very Good,D,SI1,59.9,60.0,1723,5.33,5.39,3.21
7762,0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49
7763,0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67
7764,0.44,Ideal,G,VVS1,61.8,55.0,1294,4.91,4.86,3.02
7765,0.5,Premium,G,VVS2,60.7,57.0,1935,5.14,5.1,3.11
7766,1.01,Very Good,F,SI1,61.0,57.0,5174,6.44,6.54,3.96
7767,0.6,Ideal,D,VS2,60.4,57.0,2125,5.53,5.49,3.33
7768,0.81,Ideal,G,VS1,61.6,56.0,3923,5.99,6.02,3.7
7769,0.48,Ideal,F,IF,62.0,54.0,2059,5.0,5.05,3.11
7770,0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
7771,0.6,Premium,E,VS2,59.3,60.0,2124,5.51,5.46,3.25
7772,1.51,Very Good,D,VS2,63.2,58.0,14416,7.29,7.33,4.62
7773,1.05,Ideal,G,IF,62.5,56.0,8850,6.48,6.52,4.06
7774,0.54,Ideal,G,VVS2,62.4,53.4,1962,5.22,5.25,3.26
7775,1.2,Good,D,I1,63.6,60.0,4346,6.72,6.67,4.26
7776,0.7,Ideal,H,SI1,61.4,57.0,2240,5.64,5.76,3.5
7777,1.02,Ideal,E,SI2,63.0,57.0,4478,6.44,6.39,4.04
7778,0.61,Very Good,I,VS2,62.4,57.0,1572,5.4,5.43,3.38
7779,0.51,Very Good,G,VS2,62.6,57.0,1343,5.1,5.15,3.21
7780,1.19,Premium,E,VS1,59.8,58.0,9263,7.01,6.94,4.17
7781,0.4,Premium,F,VVS1,60.2,59.0,1263,4.74,4.76,2.86
7782,1.11,Very Good,G,SI2,63.2,56.0,4848,6.61,6.56,4.16
7783,0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49
7784,0.71,Ideal,H,SI2,62.2,55.0,2360,5.72,5.7,3.55
7785,0.54,Premium,D,VS2,61.1,55.0,1993,5.37,5.24,3.24
7786,1.1,Very Good,I,SI1,62.0,59.0,4537,6.54,6.59,4.07
7787,1.5,Premium,F,VS2,61.0,58.0,14352,7.37,7.31,4.48
7788,0.36,Ideal,E,VS1,61.8,56.0,1094,4.6,4.56,2.83
7789,0.32,Ideal,I,VVS1,61.9,55.0,756,4.4,4.39,2.72
7790,1.31,Premium,I,SI1,62.0,58.0,5282,7.01,6.98,4.34
7791,0.23,Very Good,E,VVS2,61.1,59.0,505,3.94,3.98,2.42
7792,0.71,Premium,H,SI1,62.4,59.0,2112,5.65,5.6,3.51
7793,2.51,Very Good,J,SI1,63.8,55.0,16842,8.51,8.6,5.46
7794,0.23,Very Good,F,VVS2,61.2,58.0,530,3.96,3.98,2.43
7795,0.41,Premium,G,SI1,62.5,58.0,923,4.78,4.75,2.98
7796,0.58,Ideal,F,VS1,62.2,55.0,1899,5.34,5.37,3.33
7797,1.16,Premium,F,SI2,62.1,59.0,3787,6.74,6.63,4.15
7798,0.51,Ideal,E,SI1,62.2,57.0,1438,5.08,5.12,3.17
7799,1.53,Ideal,G,SI2,61.7,57.0,7240,7.44,7.41,4.58
7800,0.71,Ideal,D,SI2,61.6,56.0,2690,5.78,5.82,3.57
7801,0.5,Very Good,G,SI1,64.1,57.0,1187,5.04,5.07,3.24
7802,0.91,Ideal,G,SI2,61.6,56.0,3985,6.24,6.22,3.84
7803,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21
7804,0.9,Premium,E,VS2,63.0,58.0,4625,6.16,6.13,3.87
7805,0.54,Ideal,H,SI1,61.1,56.0,1268,5.25,5.27,3.21
7806,0.79,Very Good,E,SI1,60.4,59.0,3077,5.97,5.99,3.61
7807,0.76,Very Good,G,SI1,62.6,56.0,2652,5.86,5.9,3.68
7808,1.3,Premium,G,VVS2,60.2,58.0,10763,7.17,7.08,4.29
7809,0.8,Fair,H,VS2,65.3,58.0,2686,5.78,5.73,3.76
7810,1.01,Ideal,I,SI1,60.0,60.0,4872,6.53,6.57,3.93
7811,1.23,Ideal,D,SI1,60.9,54.0,6557,7.01,6.96,4.25
7812,0.31,Premium,D,VS1,59.7,58.0,1011,4.45,4.4,2.64
7813,0.31,Good,E,SI1,63.3,55.0,544,4.31,4.35,2.74
7814,0.58,Ideal,D,VVS1,61.6,60.0,3154,5.34,5.35,3.29
7815,0.32,Very Good,H,VS1,63.0,57.0,561,4.32,4.35,2.73
7816,0.41,Premium,E,VS1,60.4,58.0,1079,4.78,4.82,2.9
7817,0.92,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85
7818,0.38,Ideal,F,VS1,62.0,54.0,865,4.65,4.68,2.89
7819,1.01,Fair,E,SI2,64.7,55.0,4118,6.37,6.3,4.1
7820,0.32,Ideal,E,VS2,62.1,56.0,702,4.4,4.43,2.74
7821,0.3,Ideal,D,VS2,60.8,57.0,710,4.33,4.38,2.65
7822,2.14,Premium,I,VS2,60.7,59.0,17038,8.28,8.33,5.04
7823,1.52,Premium,D,SI2,60.6,62.0,9561,7.42,7.37,4.48
7824,1.51,Premium,E,SI1,62.8,59.0,11565,7.3,7.26,4.57
7825,1.37,Good,I,VS2,64.1,58.0,5449,6.92,6.9,4.43
7826,0.73,Ideal,E,SI1,61.6,57.0,2707,5.81,5.78,3.57
7827,0.39,Ideal,H,IF,61.9,55.6,1039,4.68,4.7,2.91
7828,2.01,Ideal,H,SI1,59.3,58.0,17403,8.25,8.19,4.87
7829,0.33,Very Good,G,VVS2,61.5,62.0,702,4.39,4.43,2.71
7830,1.36,Premium,H,VS2,61.9,58.0,8877,7.15,7.09,4.41
7831,0.32,Ideal,G,VS1,61.2,56.0,828,4.45,4.41,2.71
7832,0.31,Ideal,D,VS1,62.1,57.0,683,4.32,4.35,2.69
7833,0.4,Very Good,G,SI2,63.4,59.0,765,4.66,4.64,2.95
7834,0.9,Good,G,SI2,63.8,56.0,3303,6.13,6.16,3.92
7835,0.91,Very Good,E,VS1,62.8,60.0,5057,6.08,6.11,3.83
7836,0.3,Premium,I,VS1,61.7,59.0,473,4.26,4.3,2.64
7837,0.33,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8
7838,0.51,Ideal,E,SI1,60.8,57.0,1437,5.17,5.22,3.16
7839,1.01,Premium,D,SI1,61.7,62.0,5543,6.34,6.3,3.9
7840,1.03,Good,G,SI1,63.2,58.0,4679,6.38,6.43,4.05
7841,0.7,Fair,G,VVS2,65.3,61.0,2710,5.58,5.48,3.61
7842,0.72,Very Good,D,VS2,62.9,58.0,3493,5.67,5.71,3.58
7843,0.41,Premium,E,VS1,60.0,58.0,1153,4.83,4.8,2.89
7844,0.34,Very Good,E,VS2,62.8,58.0,745,4.43,4.45,2.79
7845,0.32,Premium,I,SI1,61.0,59.0,432,4.36,4.39,2.67
7846,0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,3.15
7847,0.38,Ideal,G,VS2,59.5,58.0,721,4.75,4.77,2.83
7848,0.41,Ideal,G,IF,62.4,54.0,1431,4.78,4.74,2.97
7849,0.72,Very Good,E,VS2,63.8,57.0,3035,5.66,5.69,3.62
7850,0.5,Good,D,VS1,64.3,54.0,1795,5.02,5.06,3.24
7851,0.4,Premium,F,VS1,62.5,57.0,1050,4.72,4.69,2.94
7852,0.59,Premium,H,SI1,62.4,58.0,1265,5.42,5.35,3.36
7853,2.11,Fair,F,I1,67.6,57.0,7019,7.88,7.83,5.31
7854,2.0,Premium,I,VS2,61.8,56.0,17716,8.11,8.04,4.99
7855,1.51,Very Good,H,VS2,63.1,57.0,8219,7.24,7.21,4.56
7856,0.57,Premium,G,VS1,60.5,58.0,1746,5.39,5.32,3.24
7857,0.74,Good,J,VS2,60.6,62.6,1912,5.79,5.85,3.53
7858,1.01,Very Good,G,VVS2,59.4,58.0,7234,6.51,6.53,3.93
7859,1.2,Good,H,SI2,62.2,62.0,5082,6.69,6.75,4.18
7860,0.3,Premium,D,SI1,61.7,60.0,709,4.28,4.25,2.63
7861,1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25
7862,0.88,Very Good,I,VS1,63.3,55.0,2996,6.11,6.06,3.85
7863,1.11,Ideal,E,VVS1,61.3,54.0,12725,6.68,6.72,4.11
7864,0.3,Ideal,F,IF,62.3,57.0,886,4.29,4.31,2.68
7865,0.75,Good,E,SI1,58.3,60.0,2923,5.94,5.99,3.48
7866,0.3,Premium,D,VVS2,60.7,59.0,741,4.33,4.34,2.63
7867,0.41,Ideal,G,VS2,62.2,57.0,827,4.71,4.74,2.94
7868,1.1,Ideal,H,SI2,62.0,55.0,4733,6.61,6.65,4.11
7869,0.39,Premium,G,VS2,61.2,60.0,1009,4.73,4.68,2.88
7870,0.41,Premium,D,SI2,62.7,58.0,876,4.78,4.75,2.99
7871,0.33,Premium,J,VS2,59.6,61.0,450,4.53,4.49,2.69
7872,0.42,Ideal,F,VS1,61.0,57.0,1103,4.87,4.84,2.96
7873,1.2,Premium,J,VS2,61.8,59.0,4611,6.84,6.76,4.2
7874,0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93
7875,0.41,Premium,J,VS1,62.0,55.0,830,4.77,4.74,2.95
7876,0.61,Ideal,F,VS1,61.8,57.0,2283,5.43,5.47,3.37
7877,0.51,Very Good,G,VS2,62.2,57.0,1438,5.1,5.15,3.19
7878,0.55,Ideal,H,SI1,61.4,56.0,1584,5.28,5.31,3.25
7879,0.3,Ideal,H,VVS2,62.2,57.0,605,4.26,4.29,2.66
7880,0.41,Ideal,E,VS1,61.7,55.0,1079,4.75,4.78,2.94
7881,0.76,Ideal,J,VS2,61.8,54.0,2026,5.87,5.91,3.64
7882,0.56,Very Good,G,SI1,58.8,59.0,1340,5.38,5.4,3.17
7883,0.23,Very Good,E,VVS1,61.4,59.0,530,3.93,3.99,2.43
7884,0.72,Ideal,E,VS2,60.8,56.0,3304,5.81,5.84,3.54
7885,0.9,Ideal,E,SI1,61.7,57.0,4921,6.18,6.24,3.83
7886,0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55
7887,1.04,Premium,G,VS2,62.5,58.0,6290,6.47,6.43,4.03
7888,0.62,Ideal,H,VVS1,61.1,56.0,2197,5.48,5.52,3.36
7889,1.66,Good,J,VS2,64.4,54.0,8496,7.45,7.54,4.83
7890,1.25,Very Good,I,VS2,62.7,58.0,5975,6.74,6.95,4.29
7891,0.52,Ideal,E,VS2,61.7,55.0,1815,5.21,5.16,3.2
7892,0.77,Very Good,I,VS2,62.4,63.0,2054,5.8,5.84,3.63
7893,0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7
7894,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9
7895,0.3,Good,E,SI1,63.8,55.0,675,4.28,4.25,2.72
7896,0.93,Premium,F,SI2,59.5,60.0,3620,6.39,6.36,3.79
7897,0.4,Ideal,G,VS2,61.2,57.0,1035,4.78,4.73,2.91
7898,0.8,Ideal,E,VS2,62.2,57.0,3648,5.95,5.98,3.71
7899,0.39,Good,G,VVS2,63.4,57.0,894,4.62,4.65,2.94
7900,0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
7901,0.41,Ideal,E,VVS1,61.4,57.0,1279,4.8,4.77,2.94
7902,1.01,Good,E,SI2,63.2,59.0,4479,6.34,6.38,4.02
7903,1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12
7904,0.75,Ideal,E,SI1,61.4,55.0,3049,5.8,5.86,3.58
7905,0.31,Good,G,VS1,63.3,57.0,583,4.28,4.31,2.72
7906,2.04,Very Good,J,VS2,59.9,59.0,12095,8.25,8.32,4.96
7907,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56
7908,0.72,Very Good,J,VS1,62.3,57.0,2136,5.73,5.77,3.58
7909,0.7,Ideal,D,SI1,61.8,56.0,3454,5.7,5.72,3.53
7910,1.55,Premium,E,SI2,58.5,57.0,7161,7.66,7.57,4.46
7911,1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02
7912,0.36,Very Good,F,VS2,61.3,59.0,741,4.55,4.6,2.79
7913,0.4,Ideal,E,VVS1,60.6,56.0,1031,4.77,4.8,2.9
7914,0.31,Premium,J,SI1,60.9,60.0,465,4.38,4.36,2.66
7915,0.3,Ideal,E,VS2,62.1,53.6,652,4.3,4.35,2.69
7916,1.06,Good,H,SI1,57.2,60.0,4060,6.84,6.74,3.88
7917,0.32,Ideal,I,VS1,62.3,56.0,605,4.4,4.37,2.73
7918,0.94,Very Good,G,VVS1,63.3,57.0,6088,6.21,6.14,3.91
7919,1.52,Ideal,E,SI1,62.8,55.0,12431,7.3,7.35,4.6
7920,1.23,Ideal,F,VS1,62.5,54.0,9660,6.82,6.85,4.27
7921,0.3,Very Good,E,SI1,62.4,58.0,526,4.24,4.28,2.66
7922,0.41,Ideal,F,IF,61.6,56.0,1439,4.79,4.82,2.96
7923,1.19,Premium,H,SI2,61.9,58.0,4332,6.84,6.77,4.21
7924,2.01,Good,F,SI2,58.1,64.0,16231,8.23,8.19,4.77
7925,1.58,Ideal,H,SI1,61.4,56.0,10738,7.53,7.46,4.6
7926,1.07,Premium,F,SI1,61.7,58.0,5042,6.54,6.61,4.06
7927,0.51,Ideal,H,SI1,62.1,55.0,1331,5.17,5.15,3.2
7928,0.61,Very Good,H,VVS2,62.8,58.0,1877,5.4,5.42,3.4
7929,0.3,Very Good,D,VS1,62.0,55.0,863,4.31,4.35,2.68
7930,0.38,Ideal,F,VS1,62.5,53.8,916,4.62,4.65,2.89
7931,0.38,Very Good,J,SI1,63.2,59.0,538,4.59,4.62,2.91
7932,1.7,Fair,G,VS2,64.5,58.0,14860,7.51,7.43,4.82
7933,0.55,Ideal,I,VVS1,61.6,55.0,1916,5.26,5.3,3.25
7934,1.01,Ideal,F,SI1,60.0,56.0,5274,6.55,6.49,3.91
7935,0.31,Ideal,E,VS2,61.6,57.0,872,4.38,4.35,2.69
7936,1.0,Very Good,H,VS2,62.9,57.0,5121,6.31,6.35,3.98
7937,1.03,Very Good,G,VS2,62.9,56.0,6164,6.43,6.45,4.05
7938,1.51,Good,G,SI1,58.8,62.0,10216,7.4,7.49,4.38
7939,0.91,Fair,H,SI1,64.8,57.0,3180,6.12,6.07,3.95
7940,1.09,Ideal,G,VS2,60.9,57.0,6617,6.69,6.72,4.08
7941,0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
7942,0.34,Ideal,F,VS2,62.5,55.0,686,4.48,4.51,2.81
7943,1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04
7944,0.3,Ideal,E,VVS2,61.8,56.0,1013,4.33,4.31,2.67
7945,0.6,Ideal,F,VS2,61.9,55.0,1875,5.43,5.46,3.37
7946,0.26,Ideal,H,VS1,62.1,55.0,482,4.07,4.11,2.54
7947,0.32,Ideal,D,SI1,61.3,57.0,589,4.37,4.41,2.69
7948,0.9,Very Good,E,SI1,63.1,60.0,4092,6.18,6.14,3.89
7949,0.31,Ideal,F,VS2,62.4,56.0,802,4.34,4.31,2.7
7950,0.51,Ideal,D,VS2,61.7,56.0,1633,5.12,5.15,3.17
7951,0.52,Very Good,H,VS1,63.5,58.0,1572,5.08,5.13,3.24
7952,1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0
7953,0.57,Premium,I,VVS1,62.1,58.0,1728,5.32,5.25,3.28
7954,1.5,Very Good,I,VVS2,62.0,53.0,10873,7.3,7.34,4.54
7955,1.36,Premium,G,SI1,60.6,59.0,7729,7.21,7.17,4.36
7956,0.26,Very Good,E,VS2,62.8,58.0,601,4.0,4.06,2.53
7957,0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73
7958,0.9,Premium,H,VS2,60.6,60.0,4044,6.24,6.3,3.8
7959,0.9,Very Good,H,VS2,61.6,63.0,3878,6.1,6.14,3.77
7960,0.4,Premium,H,VVS1,61.8,58.0,1088,4.72,4.69,2.91
7961,0.42,Premium,G,SI1,61.6,61.0,882,4.82,4.79,2.96
7962,0.7,Good,F,SI1,63.8,60.0,2423,5.63,5.6,3.58
7963,0.31,Ideal,E,VS2,62.9,57.0,872,4.35,4.3,2.72
7964,0.7,Very Good,F,VS2,62.9,56.0,2400,5.66,5.73,3.58
7965,1.04,Premium,H,SI1,60.7,62.0,5311,6.57,6.51,3.97
7966,1.06,Ideal,G,VS1,61.7,55.0,8093,6.53,6.56,4.04
7967,0.31,Ideal,D,VS2,61.6,55.0,942,4.37,4.36,2.69
7968,0.54,Ideal,G,VVS2,61.7,57.0,1914,5.23,5.26,3.23
7969,1.01,Good,F,SI2,62.5,59.0,3886,6.31,6.37,3.96
7970,0.35,Very Good,G,VS1,61.5,60.0,676,4.51,4.57,2.79
7971,0.39,Ideal,J,SI2,62.6,54.0,451,4.64,4.69,2.92
7972,0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71
7973,1.0,Ideal,E,SI1,62.9,56.0,5935,6.33,6.38,4.0
7974,0.81,Ideal,J,VS2,62.1,56.0,2708,5.92,5.97,3.69
7975,0.76,Ideal,D,VVS2,62.3,57.0,4223,5.84,5.87,3.65
7976,0.3,Premium,D,SI1,62.3,58.0,552,4.28,4.32,2.68
7977,0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72
7978,0.36,Very Good,E,SI1,62.4,55.0,631,4.52,4.55,2.83
7979,0.42,Ideal,H,SI2,62.0,54.0,625,4.83,4.85,3.0
7980,0.5,Very Good,E,VS2,61.2,63.0,1623,5.14,5.09,3.13
7981,1.0,Premium,E,VS1,61.1,60.0,7588,6.43,6.41,3.92
7982,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0
7983,1.27,Very Good,H,SI2,63.1,57.0,4978,6.88,6.84,4.33
7984,0.31,Ideal,D,VVS2,61.9,57.0,766,4.31,4.35,2.68
7985,1.0,Good,G,SI1,61.9,61.0,4859,6.36,6.4,3.95
7986,1.14,Very Good,I,VS1,63.3,56.0,5148,6.68,6.6,4.2
7987,0.32,Ideal,E,VVS2,61.5,57.0,842,4.4,4.41,2.71
7988,0.34,Very Good,H,VVS1,62.9,57.0,775,4.44,4.47,2.8
7989,0.75,Good,E,VS2,62.6,58.0,3084,5.73,5.78,3.6
7990,2.02,Very Good,H,SI1,61.1,58.0,18236,8.07,8.16,4.96
7991,1.05,Premium,E,IF,59.0,58.0,11838,6.66,6.7,3.94
7992,0.48,Good,F,SI1,59.3,64.0,994,5.13,5.1,3.03
